file,part,#,endnote
Kushner NE278e,6.,2.8,"The structure of this entity is as follows: 2.8.1 Northern Liberties, JV (Residential Real Estate in Philadelphia, PA) 2.8.1.1 Northern Liberties GP, LLC (Residential Real Estate in Philadelphia, PA) 2.8.1.1.1 Liberties Walk Associates, LP (Residential Real Estate in Philadelphia, PA) 2.8.1.1.2 Piazza, LLC (Residential Real Estate in Philadelphia, PA) 2.8.1.1.3 Piazza Partners I, LP (Residential Real Estate in Philadelphia, PA) 2.8.1.1.4 1050 North Hancock Partners, LP (Residential Real Estate in Philadelphia, PA) 2.8.1.1.5 1010 North Hancock Partners, LP (Residential Real Estate in Philadelphia, PA) 2.8.1.1.6 109 Wildey Partners, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.1.7 1011 North Hancock Partners, LP (Residential Real Estate in Philadelphia, PA) 2.8.1.1.8 1022 Associates, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.1.9 LW Townhome Partners, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.1.10 George Street Partners, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.1.11 LW Partners III, LP     (Residential Real Estate in Philadelphia, PA) 2.8.1.1.12 1031 Germantown Partners, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.2 Liberties Walk Associates, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.3 Piazza, LLC  (Residential Real Estate in Philadelphia, PA) 2.8.1.4 Piazza Partners I, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.5 1050 North Hancock Partners, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.6 1010 North Hancock Partners, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.7 109 Wildey Partners, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.8 1011 North Hancock Partners, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.9 1022 Associates, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.10 LW Townhome Partners, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.11 George Street Partners, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.12 LW Partners III, LP  (Residential Real Estate in Philadelphia, PA) 2.8.1.13 1031 Germantown Partners, LP  (Residential Real Estate in Philadelphia, PA)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,2.10,See item 1.6 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,2.11,"The structure of this entity is as follows:  2.11.1  BROOKLYN KF NORTH 1 ASSOCIATES, LLC (Residential Real Estate in Brooklyn, NY) 2.11.1.1  50 NORTH ONE LLC (Residential Real Estate in Brooklyn, NY) 2.11.2  PUCK LEONIA LLC (Residential Real Estate in Leonia, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,2.18,This asset has been divested.
Kushner NE278e,6.,2.19,This asset has been divested.
Kushner NE278e,6.,2.20,This asset has been divested. Income amount is estimated.
Kushner NE278e,6.,2.21,This asset has been divested.  Income amount is estimated.
Kushner NE278e,6.,2.22,This asset has been divested.  Income amount is estimated.
Kushner NE278e,6.,2.23,This asset has been divested. Income amount is estimated.
Kushner NE278e,6.,2.24,This asset has been divested.  Income amount is estimated.
Kushner NE278e,6.,2.25,This asset has been divested. Income amount is estimated.
Kushner NE278e,6.,2.26,This asset has been divested. Income amount is estimated.
Kushner NE278e,6.,2.27,This asset has been divested. Income amount is estimated.
Kushner NE278e,6.,2.28,"This asset has been divested. Income amount is estimated.  After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,3.2,"The structure of this entity is as follows: 3.2.1  95 BAUER DRIVE ASSOCIATES, LLC (Industrial Real Estate in Fairlawn & Oakland, NJ) 3.2.2  19-05 NEVINS ROAD ASSOCIATES, LLC (Industrial Real Estate in Fairlawn & Oakland, NJ) 3.2.3  15-00 POLLITT DRIVE ASSOCIATES, LLC (Industrial Real Estate in Fairlawn & Oakland, NJ) 3.2.4  17-01 POLLITT DRIVE ASSOCIATES, LLC (Industrial Real Estate in Fairlawn & Oakland, NJ) 3.2.5  19-00 POLLITT DRIVE ASSOCIATES, LLC (Industrial Real Estate in Fairlawn & Oakland, NJ) 3.2.6  40 POTASH ROAD ASSOCIATES, LLC (Industrial Real Estate in Fairlawn & Oakland, NJ) 3.2.7  5 THORNTON ROAD ASSOCIATES, LLC (Industrial Real Estate in Fairlawn & Oakland, NJ) 3.2.8  128 BAUER DRIVE ASSOCIATES, LLC (Industrial Real Estate in Fairlawn & Oakland, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,3.10,"As of July 20, 2017, this asset has been divested.  The structure of this entity is as follows: 3.10.1  NJ MALL ASSOCIATES LLC (Commercial Real Estate in Eatontown, NJ) 3.10.1.1  EATONTOWN MONMOUTH MALL HOLDINGS LLC (Commercial Real Estate in Eatontown, NJ) 3.10.1.1.1  EATONTOWN MONMOUTH MALL (JUNIOR MEZZ) LLC (Commercial Real Estate in Eatontown, NJ) 3.10.1.1.1.1  EATONTOWN MONMOUTH MALL (SENIOR MEZZ) LLC (Commercial Real Estate in Eatontown, NJ) 3.10.1.1.1.1.1  EATONTOWN MONMOUTH MALL LLC (Commercial Real Estate in Eatontown, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,3.11,"As of July 20, 2017, this asset has been divested.  The structure of this entity is as follows: 3.11.1  EATONTOWN MONMOUTH MALL HOLDINGS LLC (Commercial Real Estate in Eatontown, NJ) 3.11.1.1  EATONTOWN MONMOUTH MALL (JUNIOR MEZZ) LLC (Commercial Real Estate in Eatontown, NJ) 3.11.1.1.1  EATONTOWN MONMOUTH MALL (SENIOR MEZZ) LLC (Commercial Real Estate in Eatontown, NJ) 3.11.2  EATONTOWN MONMOUTH MALL LLC (Commercial Real Estate in Eatontown, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,3.12,"As of July 20, 2017, this asset has been divested.  The structure of this entity is as follows: 3.12.1  VM KUSHNER (JUNIOR MEZZ) LLC (Commercial Real Estate in Eatontown, NJ) 3.12.1.1  VM KUSHNER (SENIOR MEZZ) LLC (Commercial Real Estate in Eatontown, NJ) 3.12.1.1.1  VM KUSHNER LLC (Commercial Real Estate in Eatontown, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,3.13,"The structure of this entity is as follows: 3.13.1  125 ALGONQUIN ASSOCIATES, LLC (Industrial Real Estate in Whippany, NJ) 3.13.2  145 ALGONQUIN ASSOCIATES, LLC (Industrial Real Estate in Whippany, NJ) 3.13.3  156 ALGONQUIN ASSOCIATES, LLC (Industrial Real Estate in Whippany, NJ) 3.13.4  30 LESLIE ASSOCIATES, LLC (Industrial Real Estate in Whippany, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,3.15,"The structure of this entity is as follows: 3.15.1  SKYLINE JV PARTNERSHIP, L.P. (Residential Real Estate in Hasbrouck Heights & Lodi, NJ) 3.15.1.1  SKYLINE GP, LLC (Residential Real Estate in Hasbrouck Heights & Lodi, NJ) 3.15.1.1.1  SKYLINE PROPERTY OWNER, LP (Residential Real Estate in Hasbrouck Heights & Lodi, NJ) 3.15.1.2  SKYLINE PROPERTY OWNER, LP (Residential Real Estate in Hasbrouck Heights & Lodi, NJ) 3.15.1.3  BOULEVARD GP, LLC (Residential Real Estate in Hasbrouck Heights & Lodi, NJ) 3.15.1.3.1  BOULEVARD PROPERTY OWNER, LP (Residential Real Estate in Hasbrouck Heights & Lodi, NJ) 3.15.1.4  BOULEVARD PROPERTY OWNER, LP (Residential Real Estate in Hasbrouck Heights & Lodi, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,3.17,"The structure of this entity is as follows: 3.17.1  THIRTY VREELAND ASSOCIATES, LLC (Commercial Real Estate in Florham Park, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,3.18,"The structure of this entity is as follows: 3.18.1  55 CHALLENGER LLC (Commercial Real Estate in Ridgefield Park, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,3.21,This asset has been divested.
Kushner NE278e,6.,3.22,This asset has been divested.
Kushner NE278e,6.,3.23,This asset has been divested.
Kushner NE278e,6.,3.24,This asset has been divested. Income amount is estimated.
Kushner NE278e,6.,3.25,This asset has been divested. Income amount is estimated.
Kushner NE278e,6.,3.26,This asset has been divested. Income amount is estimated.
Kushner NE278e,6.,3.27,This asset has been divested.
Kushner NE278e,6.,4.1,"The structure of this entity is as follows: 4.1.1  KCLW ACQUISITION MANAGER LLC (Residential Real Estate in Brooklyn, NY) 4.1.1.1  KCLW ACQUISITION LLC (Residential Real Estate in Brooklyn, NY) 4.1.1.1.1  RP/K KENT AVENUE, LLC (Residential Real Estate in Brooklyn, NY) 4.1.1.1.1.1  MARATHON/JTR WILLIAMSBURG HOLDINGS, LLC (Residential Real Estate in Brooklyn, NY) 4.1.1.1.1.1.1  184 KENT FEE, LLC (Residential Real Estate in Brooklyn, NY) 4.1.1.1.1.1.1.1  184 KENT FEE, LLC (Residential Real Estate in Brooklyn, NY) 4.1.1.1.1.1.1.1.1  184 KENT OWNER, LLC (Residential Real Estate in Brooklyn, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.2,"The structure of this entity is as follows: 4.2.1 CHATHAM HILL HOLDINGS, LLC (Residential Real Estate in Chatham, NJ) 4.2.1.1  CHATHAM PARENT, LLC (Residential Real Estate in Chatham, NJ) 4.2.1.1.1  CHATHAM HOLDER, LLC (Residential Real Estate in Chatham, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.3,See item 1.1 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,4.4,See item 1.2 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,4.5,"The structure of this entity is as follows: 4.5.1  80 WEST END PARTNERS LLC (Residential Real estate in Long Branch, NJ and Commercial Real Estate in Astoria, NY) 4.5.1.1 PIER VILLAGE I URBAN RENEWAL COMPANY LLC (Residential Real Estate in Long Branch, NJ) 4.5.1.2  PIER VILLAGE II URBAN RENEWAL COMPANY LLC (Residential Real Estate in Long Branch, NJ) 4.5.1.3  KB ASTORIA LLC (Commercial Real Estate in Astoria, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.6,"The structure of this entity is as follows: 4.6.1  KCLW 3RD STREET LLC (Undeveloped Real Estate in Brooklyn, NY) 4.6.1.1  175-225 THIRD JV LLC (Undeveloped Real Estate in Brooklyn, NY) 4.6.1.1.1  175-225 THIRD OWNER LLC (Undeveloped Real Estate in Brooklyn, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.7,"The structure of this entity is as follows: 4.7.1  HARLEM PORTFOLIO PROPERTIES, LLC (Residential Real Estate in New York, NY) 4.7.1.1  HARLEM 151-133 ASSOCIATES, LLC (Residential Real Estate in New York, NY) 4.7.1.1.1  VILLAGE KF 12TH ASSOCIATES, LLC (Residential Real Estate in New York, NY) 4.7.1.1.1.1  VILLAGE KF 516 EAST 13TH LLC (Residential Real Estate in New York, NY) 4.7.1.1.1.2  VILLAGE KF 504 EAST 12TH LLC (Residential Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.8,"The structure of this entity is as follows: 4.8.1  K2 26JS MEMBER LLC (Commercial Real Estate in Jersey City, NJ) 4.8.1.1  K2W2 26JS HOLDINGS LLC (Commercial Real Estate in Jersey City, NJ) 4.8.1.1.1  26 JOURNAL MASTER TENANT LLC (Commercial Real Estate in Jersey City, NJ) 4.8.1.1.2  26 JOURNAL SQUARE MEMBER LLC (Commercial Real Estate in Jersey City, NJ) 4.8.1.1.2.1  26 JOURNAL SQUARE OWNER LLC (Commercial Real Estate in Jersey City, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.9,"The structure of this entity is as follows: 4.9.1  30 JOURNAL SQUARE PARTNERS, LLC (Undeveloped Real Estate in Jersey City, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.10,"The structure of this entity is as follows: 4.10.1  CADRE ASTORIA LLC (Residential Real Estate in Astoria, NY) 4.10.1.1  CADRE ASTORIA 23-05 30TH LLC (Residential Real Estate in Astoria, NY) 4.10.1.2  CADRE ASTORIA 23-15 30TH LLC (Residential Real Estate in Astoria, NY) 4.10.1.3  CADRE ASTORIA 21-80 38TH LLC (Residential Real Estate in Astoria, NY) 4.10.1.4  CADRE ASTORIA 21-81 38TH LLC (Residential Real Estate in Astoria, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.11,"The structure of this entity is as follows: 4.11.1  EV JV PARTNERSHIP, L.P. (Residential Real Estate in New York, NY) 4.11.1.1  Village UK Venture, LLC (Residential Real Estate in New York, NY) 4.11.1.1.1  EV AVENUE A PROPERTY OWNER, L.P. (Residential Real Estate in New York, NY) 4.11.1.1.2  EV 1ST AVENUE PROPERTY OWNER, L.P. (Residential Real Estate in New York, NY) 4.11.1.2  EV AVENUE A PROPERTY OWNER, L.P.  (Residential Real Estate in New York, NY) 4.11.1.3  EV 1ST AVENUE PROPERTY OWNER, L.P. (Residential Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.12,"The structure of this entity is as follows: 4.12.1  VILLAGE KF 2 ASSOCIATES LLC (Residential Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.13,"The structure of this entity is as follows: 4.13.1  EAST 9TH MANAGER LLC (Residential Real Estate in New York, NY) 4.13.1.1  KUSHNER VILLAGE 329 EAST 9TH LLC (Residential Real Estate in New York, NY) 4.13.2  KUSHNER VILLAGE 3 SPE LLC (Residential Real Estate in New York, NY) 4.13.2.1  KUSHNER VILLAGE 329 EAST 9TH LLC (Residential Real Estate in New York, NY) 4.13.2.2  KUSHNER VILLAGE 325 EAST 10TH LLC (Residential Real Estate in New York, NY) 4.13.3  KUSHNER VILLAGE 4 SPE LLC (Residential Real Estate in New York, NY) 4.13.3.1  315 EAST 10TH STREET LLC (Residential Real Estate in New York, NY) 4.13.3.2  118-120 EAST FOURTH OWNER LLC (Residential Real Estate in New York, NY) 4.13.3.3  195 EAST FOURTH OWNER LLC (Residential Real Estate in New York, NY) 4.13.3.4  199-203 EAST FOURTH OWNER LLC (Residential Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.14,"The structure of this entity is as follows: 4.14.1  K MORGAN STREET, LLC (Residential Real Estate in Jersey City, NJ) 4.14.1.1  MORGAN STREET DEVELOPERS JOINT VENTURE, LLC (Residential Real Estate in Jersey City, NJ) 4.14.1.1.1  MORGAN STREET DEVELOPERS MEZZ ASSOCIATES, LLC (Residential Real Estate in Jersey City, NJ) 4.14.1.1.1.1  MORGAN STREET DEVELOPERS URBAN RENEWAL  COMPANY, LLC (Residential Real Estate in Jersey City, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.15,"This asset has been divested.  Capital gains amount is estimated.  The structure of this entity is as follows: 4.15.1  K2 ONE JOURNAL SQUARE MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ) 4.15.1.1  ONE JOURNAL SQUARE TOWER SOUTH HOLDINGS LLC (Undeveloped Real Estate in Jersey City, NJ) 4.15.1.1.1  ONE JOURNAL SQUARE TOWER SOUTH MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ) 4.15.1.1.1.1  ONE JOURNAL SQUARE TOWER SOUTH URBAN RENEWAL COMPANY LLC (Undeveloped Real Estate in Jersey City, NJ) 4.15.1.2  ONE JOURNAL SQUARE PARTNERS HOLDINGS LLC (Undeveloped Real Estate in Jersey City, NJ) 4.15.1.2.1  ONE JOURNAL SQUARE PARTNERS MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ) 4.15.1.2.1.1  ONE JOURNAL SQUARE PARTNERS URBAN RENEWAL COMPANY LLC (Undeveloped Real Estate in Jersey City, NJ) 4.15.1.3  ONE JOURNAL SQUARE TOWER NORTH HOLDINGS LLC (Undeveloped Real Estate in Jersey City, NJ) 4.15.1.3.1  ONE JOURNAL SQUARE TOWER NORTH MEMBER LLC (Undeveloped Real Estate in Jersey City, NJ) 4.15.1.3.1.1  ONE JOURNAL SQUARE TOWER NORTH URBAN RENEWAL COMPANY LLC (Undeveloped Real Estate in Jersey City, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.16,"The structure of this entity is as follows: 4.16.1  KC DUMBO HOLDING LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1  RFR/K DUMBO LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.1  WATCHOWER CONSTRUCTION MANAGER LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.2  WATCHTOWER PROPERTY MANAGER LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.3  WATCHTOWER LEASING LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.4  DUMBO PROMOTE (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.5  DUMBO WT VENTURE LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.5.1  DUMBO WT SUB LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.5.1.1  117 ADAMS OWNER LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.5.1.2  77 SANDS OWNER LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.5.1.3  55 PROSPECT OWNER LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.5.1.4  81 PROSPECT OWNER LLC (Commercial Real Estate in Brooklyn, NY) 4.16.1.1.5.1.5  175 PEARL OWNER LLC (Commercial Real Estate in Brooklyn, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.17,"The structure of this entity is as follows: 4.17.1  KC DUMBO HOLDING LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1  RFR/K DUMBO LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.1  WATCHOWER CONSTRUCTION MANAGER LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.2  WATCHTOWER PROPERTY MANAGER LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.3  WATCHTOWER LEASING LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.4  DUMBO PROMOTE (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.5  DUMBO WT VENTURE LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.5.1  DUMBO WT SUB LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.5.1.1  117 ADAMS OWNER LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.5.1.2  77 SANDS OWNER LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.5.1.3  55 PROSPECT OWNER LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.5.1.4  81 PROSPECT OWNER LLC (Commercial Real Estate in Brooklyn, NY) 4.17.1.1.5.1.5  175 PEARL OWNER LLC (Commercial Real Estate in Brooklyn, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.18,"The structure of this entity is as follows: 4.18.1  AK MEMBER LLC (Residential Real Estate in Middle River, MD) 4.18.1.1  MIDDLE RIVER JV LLC (Residential Real Estate in Middle River, MD) 4.18.1.1.1  CARROLL PARK HOLDINGS LLC (Residential Real Estate in Middle River, MD) 4.18.1.1.2  MORNINGSIDE PARK HOLDINGS LLC (Residential Real Estate in Middle River, MD) 4.18.1.1.3  ESSEX PARK HOLDINGS LLC (Residential Real Estate in Middle River, MD)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.19,"The structure of this entity is as follows: 4.19.1  K/S WESTWOOD PARTNER, L.P. (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1  WESTWOOD INVESTORS JV, L.P. (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.1  STANFORD GP, LLC (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.1.1  WESTWOOD CENTER STANFORD PROPERTY OWNER, L.P. (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.2  WESTWOOD CENTER STANFORD PROPERTY OWNER, L.P. (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.3  RC VILLAGE GP, LLC (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.3.1  RIVERVALE COLLIGON VILLAGE PROPERTY OWNER, L.P. (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.4  RIVERVALE COLLIGON VILLAGE PROPERTY OWNER, L.P. (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.5  COVENTRY GP, LLC (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.5.1  WESTWOOD CHARLES CONVENTRY PROPERTY OWNER, L.P. (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.6  WESTWOOD CHARLES CONVENTRY PROPERTY OWNER, L.P. (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.7  MADISON GP, LLC (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.7.1  WESTWOOD MADISON PROPERTY OWNER, L.P. (Residential Real Estate in Westwood & River Vale, NJ) 4.19.1.1.8  WESTWOOD MADISON PROPERTY OWNER, L.P. (Residential Real Estate in Westwood & River Vale, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.20,"The structure of this entity is as follows: 4.20.1  K-BLS PORTFOLIO LLC (Residential Real Estate in Brooklyn, NY) 4.20.1.1  BLS ASSOCIATES LLC (Residential Real Estate in Brooklyn, NY) 4.20.1.1.1  BLS PORTFOLIO LLC (Residential Real Estate in Brooklyn, NY) 4.20.1.1.1.1  27 MONROE PLACE LLC (Residential Real Estate in Brooklyn, NY) 4.20.1.1.1.2  38 MONROE PLACE LLC (Residential Real Estate in Brooklyn, NY) 4.20.1.1.1.3  100 PIERREPONT STREET LLC (Residential Real Estate in Brooklyn, NY) 4.20.1.1.2  BLS PORTFOLIO 2 LLC (Residential Real Estate in Brooklyn, NY) 4.20.1.1.2.1  18 SYDNEY PLACE LLC (Residential Real Estate in Brooklyn, NY) 4.20.1.1.2.2  89 HICKS STREET LLC (Residential Real Estate in Brooklyn, NY) 4.20.1.1.2.3  144 WILLOW STREET LLC (Residential Real Estate in Brooklyn, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.21,See item 1.6 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,4.22,See item 3.13 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,4.23,"The structure of this entity is as follows: 4.23.1  ST LEONIA, LLC (Residential Real Estate in Leonia, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.24,"The structure of this entity is as follows: 4.24.1 ELMWOOD NYT PRINCIPAL, LLC (Commercial Real Estate in New York, NY) 4.24.1.1  ELMWOOD NYT HOLDINGS, LLC (Commercial Real Estate in New York, NY) 4.24.1.1.1  ELMWOOD NYT MEZZ, LLC (Commercial Real Estate in New York, NY) 4.24.1.1.1.1  ELMWOOD NYT OWNER, LLC (Commercial Real Estate in New York, NY) 4.24.2  OAKWOOD NYT PRINCIPAL, LLC (Commercial Real Estate in New York, NY) 4.24.2.1  OAKWOOD NYT HOLDINGS, LLC (Commercial Real Estate in New York, NY) 4.24.2.1.1  OAKWOOD NYT MEZZ, LLC (Commercial Real Estate in New York, NY) 4.24.2.1.1.1  OAKWOOD NYT OWNER, LLC (Commercial Real Estate in New York, NY) 4.24.3  WALLKILL NYT PRINCIPAL, LLC (Commercial Real Estate in New York, NY) 4.24.3.1  WALLKILL NYT HOLDINGS, LLC (Commercial Real Estate in New York, NY) 4.24.3.1.1  WALLKILL NYT MEZZ, LLC (Commercial Real Estate in New York, NY) 4.24.3.1.1.1  WALLKILL NYT OWNER, LLC (Commercial Real Estate in New York, NY) 4.24.4  LANDINGS NYT PRINCIPAL, LLC (Commercial Real Estate in New York, NY) 4.24.4.1  LANDINGS NYT HOLDINGS, LLC (Commercial Real Estate in New York, NY) 4.24.4.1.1  LANDINGS NYT MEZZ, LLC (Commercial Real Estate in New York, NY) 4.24.4.1.1.1  LANDINGS NYT OWNER, LLC (Commercial Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.25,"The structure of this entity is as follows: 4.25.1  WARREN AT BAY HOLDINGS LLC (Commercial Real Estate in Jersey City, NJ) 4.25.1.1  WARREN AT BAY, LLC (Commercial Real Estate in Jersey City, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.26,"The structure of this entity is as follows: 4.26.1  KRL COLUMBIA HEIGHTS BROOKLYN LLC (Real Estate Under Construction in Brooklyn, NY) 4.26.1.1  25-30 COLUMBIA HEIGHTS (BROOKLYN) VENTURE, LLC (Real Estate Under Construction in Brooklyn, NY) 4.26.1.1.1  25-30 COLUMBIA HEIGHTS (Brooklyn), LLC (Real Estate Under Construction in Brooklyn, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.28,"The structure of this entity is as follows: 4.28.1  80 MAID LLC (Commercial Real Estate in New York, NY) 4.28.1.1  NK 80 MAIDEN HOLDINGS, LLC (Commercial Real Estate in New York, NY) 4.28.1.1.1  NK 80 MAIDEN MEZZ, LLC (Commercial Real Estate in New York, NY) 4.28.1.1.1.1  NK 80 MAIDEN OWNER, LLC (Commercial Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.30,"The structure of this entity is as follows: 4.30.1  BLOCK 110 RESIDENTIAL LLC (Residential Real Estate in Kansas City, MO) 4.30.2  BLOCK 140 RESIDENTIAL LLC (Residential Real Estate in Kansas City, MO)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
